단어,positive,negative,그룹
완전차단앱별,1,0,KT
사용량,25,12,KT
가능하고앱다운시,1,0,KT
부모,82,21,KT
밀리,214,29,KT
앱별,2,0,KT
앱다운시,1,0,KT
착시,7,6,KT
전환,60,12,KT
과금,22,4,KT
화요,4,0,KT
사용자,146,13,KT
불편,43,17,KT
치우,4,0,KT
옛날,35,6,KT
원정,9,4,KT
하구,8,2,KT
지출,12,0,KT
특별히,12,0,KT
업그레이드,28,9,KT
네네,27,6,KT
우만,0,2,KT
도인,11,3,KT
김삼순,3,0,KT
흑인,2,0,KT
만인,9,0,KT
크하훼헷전,1,0,KT
러브,15,4,KT
빈대떡,1,0,KT
신사,12,2,KT
막차,19,9,KT
부원,19,3,KT
이스,64,34,KT
원일,1,1,KT
달기,5,2,KT
브로,9,2,KT
좌표,290,58,KT
번주,11,2,KT
부용,1,0,KT
도착,121,20,KT
퇴근,38,12,KT
구입,160,124,KT
장갑,1,2,KT
아카드,1,1,KT
중고,189,45,KT
자이언트,5,2,KT
디스크,16,11,KT
브레이크,12,0,KT
소리,73,16,KT
패드,40,22,KT
자가,11,4,KT
정비,11,2,KT
교환,37,12,KT
기름기,2,0,KT
세제,3,0,KT
묻히다,6,0,KT
깨끗이,2,0,KT
사포,3,0,KT
주로,19,2,KT
오일,5,2,KT
날리다,20,6,KT
발생,77,8,KT
그래요,19,2,KT
살찐토깽이네,2,0,KT
갈고,4,0,KT
소음,18,10,KT
오염,3,0,KT
인하다,32,4,KT
퐁퐁,4,0,KT
동면,2,0,KT
맞대다,3,0,KT
마하,3,0,KT
분기,32,0,KT
날아가다,4,0,KT
분해,5,0,KT
수세미,3,0,KT
제거,22,6,KT
시마노,2,0,KT
구형,17,14,KT
단종,24,8,KT
신형,5,3,KT
호환,24,7,KT
연마,1,0,KT
아무리,47,8,KT
요다,9,0,KT
중복,88,0,KT
블라인드,1,0,KT
스팸,29,10,KT
기원,16,23,KT
가져오다,16,4,KT
후회,25,0,KT
득하다,2,0,KT
나름,31,5,KT
청정,3,1,KT
주일,22,8,KT
디비디비딥도전합니다,2,0,KT
아주,57,11,KT
파리스,2,0,KT
매치,12,1,KT
입문,5,2,KT
잎새,0,2,KT
룰루랄라,4,1,KT
하자,3,8,KT
군데,35,6,KT
슬림,15,15,KT
갱신,15,0,KT
원집,1,0,KT
이랑,220,62,KT
동안,107,20,KT
재계약,5,4,KT
약하다,18,0,KT
신건,43,10,KT
반값,11,2,KT
한데,20,0,KT
요약,22,3,KT
중지,10,0,KT
불러오다,16,4,KT
저렇다,48,28,KT
마감,46,10,KT
특징,40,0,KT
텍스트,14,0,KT
하단,26,5,KT
테마,61,2,KT
규장,3,0,KT
아센,1,0,KT
무상,32,7,KT
감자,7,2,KT
등락,1,0,KT
위너스,2,0,KT
상한가,3,0,KT
이노,3,0,KT
트리,29,51,KT
소식,72,6,KT
상승대봉엘에스,1,0,KT
인도,24,4,KT
실파,1,0,KT
사이언스,5,0,KT
비만,8,2,KT
치료제,4,0,KT
리라,3,3,KT
협력,12,0,KT
내년,19,4,KT
언론,18,0,KT
보도티로보틱스,1,0,KT
레인보우틱스가,1,0,KT
동사,1,0,KT
자동화,10,0,KT
체결,17,2,KT
소니,3,0,KT
대주주,5,0,KT
주에이치엘로보틱스로,1,0,KT
디펜스,4,0,KT
코리아,12,0,KT
동형,2,2,KT
무인,2,0,KT
씨씨에스,1,0,KT
적정,8,0,KT
보고서,11,0,KT
환기,1,2,KT
반기,6,4,KT
사유,31,0,KT
해소,7,0,KT
모티브,2,0,KT
티에스,1,0,KT
넥스젠,1,0,KT
코디,2,0,KT
증권,14,0,KT
뷰티,4,0,KT
글로벌,34,6,KT
시장 점유율,1,0,KT
화장품,11,0,KT
상승시노펙스,1,0,KT
혈액,1,0,KT
여과,1,0,KT
임상,3,0,KT
성공,46,10,KT
해진,11,0,KT
투자자,8,0,KT
보도오늘이엔엠,1,0,KT
안테나,26,2,KT
다각,3,0,KT
동력,1,0,KT
상승브릿지바이오테라퓨틱스,1,0,KT
내부,21,11,KT
결산,1,0,KT
시점,39,10,KT
관리종목,3,0,KT
지정,27,4,KT
유동성,7,0,KT
충분,33,6,KT
아스,3,0,KT
바이오,16,0,KT
시너지,3,0,KT
효과,27,0,KT
애니,8,0,KT
주식회사,3,0,KT
주식,41,0,KT
취득,4,0,KT
공시필옵틱스,2,0,KT
니시,2,0,KT
순이익,10,0,KT
와이씨켐,2,0,KT
대역폭,7,0,KT
메모리,52,54,KT
차세대,8,0,KT
스핀,2,0,KT
코팅,3,0,KT
소재,13,0,KT
평가,47,5,KT
상업,1,9,KT
보도,20,0,KT
인텔,58,159,KT
리안,4,0,KT
리딩,1,0,KT
궤도,2,0,KT
위성,10,0,KT
판도,1,2,KT
유리,77,8,KT
떠오르다,5,0,KT
수혜,4,0,KT
태성,1,0,KT
클리오,1,0,KT
리츠,10,1,KT
관문,1,0,KT
정상,184,31,KT
계약,110,15,KT
중장기,9,0,KT
고체,3,0,KT
외부,7,2,KT
가치,30,4,KT
그룹,76,5,KT
액면,2,0,KT
보통주,7,0,KT
감액,1,0,KT
나스,7,8,KT
특수,15,4,KT
관계,30,14,KT
케이티,84,10,KT
양도,9,11,KT
수반,1,0,KT
양수,3,0,KT
공시넥슨게임즈,1,0,KT
인건비,6,0,KT
적자,32,8,KT
전망인스코비,1,0,KT
아피메즈,1,0,KT
지연,40,12,KT
범양건영,2,0,KT
삼진,8,0,KT
컴퍼니,2,0,KT
투어,5,0,KT
주당,13,0,KT
배당,21,0,KT
당락,1,0,KT
엔지니어링,2,0,KT
문장,4,0,KT
태그,41,12,KT
브라우저,10,138,KT
박보검,1,0,KT
진료,2,0,KT
다양,51,5,KT
숙이다,4,0,KT
엔터테인먼트,8,1,KT
가수,6,0,KT
팔레스타인,4,0,KT
혁신,16,0,KT
관저,3,0,KT
농업,2,0,KT
즉위,1,0,KT
신기술,3,0,KT
제법,12,0,KT
마이크로소프트,3,0,KT
경상남도,1,2,KT
의원,21,2,KT
여성,17,2,KT
노동운동,1,0,KT
겨울,28,10,KT
이경숙,1,0,KT
권위,2,0,KT
대구시,4,0,KT
삼성생명,3,0,KT
금호강,1,0,KT
네덜란드,2,0,KT
의인,1,0,KT
스타,17,4,KT
무서움,1,0,KT
예배,1,0,KT
헴스워스가,1,0,KT
감성,16,4,KT
스키,1,0,KT
동국,3,0,KT
이상국,1,0,KT
전집,2,0,KT
커넥트,1,0,KT
제품,231,184,KT
고개,7,4,KT
송재우,4,0,KT
잉글랜드,5,0,KT
항쟁,1,0,KT
로그,11,2,KT
라이,76,32,KT
일상,15,0,KT
하얼빈,4,0,KT
전하다,16,2,KT
극장,3,2,KT
토르,1,0,KT
추모,2,0,KT
추론,7,2,KT
빙그레,5,0,KT
탈락,8,4,KT
종로구,9,0,KT
출발,47,2,KT
공연,6,0,KT
대구,46,4,KT
연승,1,0,KT
아크,2,0,KT
전국,21,7,KT
입원,8,0,KT
대회,6,2,KT
산업화,1,0,KT
강행,1,0,KT
배우,15,0,KT
섭리,1,0,KT
농민,3,0,KT
이르다,19,0,KT
발라트로는,1,0,KT
클럽,16,2,KT
작품,8,0,KT
배성서,1,0,KT
크리스,3,0,KT
크리에이티브,2,0,KT
옥살이,1,0,KT
노화,2,0,KT
이어지다,19,0,KT
남자,29,8,KT
리뷰,17,24,KT
지오,11,0,KT
영옥,1,0,KT
즐기다,13,4,KT
비라,1,2,KT
힘입다,10,0,KT
우울,1,0,KT
빠지다,85,28,KT
파악,19,2,KT
영화,17,4,KT
신수연,2,0,KT
무장,5,0,KT
장기간,4,2,KT
과학기술,1,0,KT
보물,2,0,KT
길이,7,4,KT
연극,1,0,KT
하마스,2,0,KT
단순,19,0,KT
과다,3,0,KT
월요일,31,8,KT
눈길,6,0,KT
수확,4,2,KT
중년,7,0,KT
설경,1,0,KT
시름,3,0,KT
영하,3,0,KT
위로,6,0,KT
어벤져스,1,0,KT
연맹,7,0,KT
서안,2,0,KT
물리,35,7,KT
미륵불,1,0,KT
수다,2,0,KT
돼지,10,2,KT
농장,12,0,KT
피부,12,0,KT
공개,46,6,KT
부산,91,24,KT
신곡,4,0,KT
이규보,1,0,KT
책상,2,0,KT
스키장,1,0,KT
을유,2,0,KT
튜브,6,0,KT
페스티벌,1,0,KT
에선,27,0,KT
오징어,14,4,KT
거액,2,0,KT
비롯,7,0,KT
기류,2,0,KT
반발,4,0,KT
포커,13,7,KT
이집트,3,0,KT
여행,71,22,KT
블레이드,1,0,KT
소울,1,0,KT
에이,97,21,KT
별세,2,0,KT
불그스레한,1,0,KT
아이유,3,0,KT
규칙,8,1,KT
전속,2,2,KT
정파,1,0,KT
콕피카츄,1,0,KT
생활,35,2,KT
나블루스,1,0,KT
티저,7,0,KT
급증,8,0,KT
까르띠에,4,0,KT
성남,15,0,KT
시청,19,6,KT
중단,22,2,KT
도널드,12,0,KT
갑자기,61,6,KT
작가,6,13,KT
생년월일,4,0,KT
전생,3,0,KT
이란,15,4,KT
파스텔,1,0,KT
그녀,1,1,KT
이승만,15,0,KT
토트넘,5,0,KT
집행,6,0,KT
폐렴,1,0,KT
덱빌딩,1,0,KT
전영,1,0,KT
학동,2,0,KT
사거리,3,0,KT
사이,32,11,KT
과학자,1,0,KT
프리미어리그,3,0,KT
영어,7,0,KT
발음,1,0,KT
쇼트트랙,1,0,KT
수많다,4,0,KT
행세,1,0,KT
오를레앙,1,0,KT
안정,36,2,KT
제향,1,0,KT
봉행,1,0,KT
이스라엘,7,0,KT
차승원,1,0,KT
키이스트,1,0,KT
간호,3,0,KT
나락,1,2,KT
사랑,60,36,KT
교회,4,2,KT
진주향교,2,0,KT
전교,1,0,KT
이제껏,2,0,KT
지구,14,1,KT
할리우드,1,0,KT
저금리,1,0,KT
넷플릭스,44,18,KT
폭싹,1,0,KT
시민사회,3,0,KT
황동,1,0,KT
치료,5,2,KT
거두다,9,0,KT
스트레스,20,4,KT
여자,11,4,KT
압박,18,0,KT
나타나다,10,2,KT
여제,1,0,KT
남성복,6,0,KT
행복,63,14,KT
농촌,1,0,KT
시즌,134,4,KT
의상,2,0,KT
구단,32,0,KT
기반,32,2,KT
뮤직비디오,2,0,KT
관용차,2,0,KT
핵무기,1,0,KT
방송사,4,0,KT
사형,11,1,KT
옴므,3,0,KT
교황,2,0,KT
깃발,1,0,KT
마련,15,0,KT
이글스,4,0,KT
총살형,2,0,KT
몽골족,1,0,KT
여의도,25,4,KT
인근,8,2,KT
요인,10,3,KT
지나오다,1,0,KT
불도,5,0,KT
즉각,11,0,KT
주얼리,3,0,KT
워치,151,28,KT
용산구,1,0,KT
도화지,1,0,KT
시즌스,1,0,KT
음모론,1,0,KT
로키,1,0,KT
최근,89,20,KT
메시지,20,4,KT
인공지능,2,0,KT
인당,8,2,KT
한남동,1,0,KT
리조트,4,0,KT
담론,1,0,KT
전시회,4,0,KT
폭설,6,0,KT
르네상스,1,0,KT
남발,5,0,KT
기름,5,2,KT
부띠크를,1,0,KT
비판,7,2,KT
콘래드,1,0,KT
호텔,6,2,KT
낙동강,1,0,KT
스노보드,1,0,KT
경북,3,0,KT
머릿속,3,0,KT
중앙,11,0,KT
지법,5,0,KT
유로파,2,0,KT
고통,2,2,KT
배드민턴,1,0,KT
박혜원,1,0,KT
망이,18,3,KT
도입,54,0,KT
전후,17,6,KT
좋아서,24,1,KT
떠나다,39,5,KT
한정,20,4,KT
무엇,14,0,KT
유선,45,6,KT
쏠쏠,5,0,KT
매달,42,18,KT
온전히,2,0,KT
데자,8,0,KT
발송,144,60,KT
누락,20,10,KT
혹시나,37,9,KT
에러,5,4,KT
메세지,17,4,KT
마음속,4,3,KT
피터,2,4,KT
전달,14,6,KT
해결,105,20,KT
아비,1,2,KT
아토,4,1,KT
유의,19,18,KT
갤럭시,239,32,KT
악명,5,4,KT
롯데카드,36,12,KT
난감,12,2,KT
눈탱이인지,1,0,KT
판단,38,0,KT
형님,7,2,KT
나단발좋아하네걍,1,0,KT
제값,10,0,KT
고산,5,0,KT
부이,2,0,KT
자라,16,4,KT
슈퍼,25,7,KT
로또겜블러롯데카드발급하면,1,0,KT
나단,3,2,KT
고가,65,4,KT
단말기,56,18,KT
반납,70,8,KT
도토,8,2,KT
로이,9,4,KT
정가,29,1,KT
사드,5,1,KT
리세,4,0,KT
로또겜블러넵,1,0,KT
감사합니다넵,2,0,KT
소년,11,1,KT
눈탱이고기기값이,1,0,KT
가까이,20,6,KT
급제,28,3,KT
아쉽다,118,11,KT
눈탱이고,1,0,KT
암울,1,0,KT
호스,3,0,KT
어선,1,0,KT
매하,29,6,KT
카리,7,2,KT
아가,13,2,KT
계시다,117,16,KT
스압안녕하세요,1,0,KT
그간,9,0,KT
눈팅만,2,0,KT
참조,10,23,KT
그나마,67,15,KT
멕이다,2,0,KT
스압,1,0,KT
조교,3,2,KT
동인지,2,0,KT
조언,57,0,KT
탈출,25,4,KT
점프,6,2,KT
눈탱이,7,2,KT
따라서,18,2,KT
차등,2,0,KT
편의점,35,6,KT
벙가보다,0,1,KT
사신거네요벙가보다,0,1,KT
사신,22,11,KT
성안,7,0,KT
사 현,1,0,KT
서울시립대,4,0,KT
전원,82,22,KT
고발,66,0,KT
운동,33,4,KT
동참,7,4,KT
안되다,32,12,KT
참여,77,0,KT
해주시,43,6,KT
고발장,18,0,KT
본인,122,43,KT
문서,10,2,KT
국수,2,0,KT
지검,4,0,KT
등에,2,0,KT
바라다,56,16,KT
안녕,10,2,KT
대행,37,0,KT
직무,24,0,KT
유기,40,3,KT
대량,7,4,KT
양식,6,0,KT
완성,10,0,KT
방문,89,12,KT
우편,5,2,KT
헌법,14,0,KT
은혁,22,0,KT
재판관,13,4,KT
임명,28,0,KT
엄중,1,0,KT
보류,13,2,KT
소원,2,2,KT
내신,1,0,KT
김정환,3,0,KT
변호사,6,0,KT
법무법인,1,0,KT
기자회견,3,0,KT
성과,7,0,KT
소개,34,4,KT
의미,91,8,KT
서울중앙지방검찰청,5,0,KT
공동,24,1,KT
오후,104,25,KT
모자라다,2,0,KT
염치,2,0,KT
지인,36,12,KT
권유,3,0,KT
문구,41,10,KT
이어받다,1,0,KT
정문,1,0,KT
자랑,15,2,KT
수호자,1,0,KT
자처,2,0,KT
직무유기죄,5,0,KT
걱정,72,14,KT
제자리,4,0,KT
찾아가다,9,8,KT
분석,18,0,KT
인 창,1,0,KT
평안,1,2,KT
하루,103,31,KT
드림,6,2,KT
장가,3,0,KT
출력,14,9,KT
아래아,1,0,KT
한글,17,3,KT
워드,1,0,KT
주세,11,2,KT
처가,13,2,KT
블로그,13,2,KT
고소,8,0,KT
장만,3,0,KT
봉투,26,14,KT
겉면,3,0,KT
서울특별시,2,0,KT
반포대로,1,0,KT
경기도,15,0,KT
과천시,1,0,KT
관문로,1,0,KT
과천,5,0,KT
청사동,1,0,KT
공직자,2,0,KT
범죄,13,0,KT
수사,11,1,KT
경찰청,2,0,KT
수사본부,2,0,KT
서대문구,1,0,KT
통일로,1,2,KT
기소권,1,0,KT
기소,12,0,KT
고발인,1,0,KT
불기소 처분,1,0,KT
재정신청,1,0,KT
사권,3,0,KT
조항,2,12,KT
제조,43,8,KT
형법,2,0,KT
목검,1,0,KT
범위,23,0,KT
관하다,8,2,KT
규정,23,4,KT
별표,1,2,KT
유효,21,2,KT
견해,3,0,KT
기초,7,0,KT
구체,4,0,KT
관할,2,0,KT
청사,2,0,KT
집무실,1,0,KT
형사소송법,10,0,KT
토지관할,2,0,KT
소거,1,0,KT
성립,4,0,KT
명백,1,2,KT
무유,1,0,KT
유린,1,0,KT
무시,19,7,KT
문답,2,0,KT
깜짝,6,0,KT
바이오스,11,0,KT
펌웨어,18,0,KT
포럼,21,4,KT
보라,24,8,KT
부팅,54,30,KT
드라이브,9,10,KT
포맷,4,0,KT
추출,1,0,KT
플래시 드라이브,2,0,KT
저장,27,11,KT
단축키,1,0,KT
셸에,1,0,KT
셸로,1,0,KT
입력,69,13,KT
할당,20,2,KT
폴더,20,2,KT
프로세서,10,16,KT
프로세스,3,0,KT
왜곡,3,0,KT
표시,49,12,KT
이러,35,0,KT
동작,24,2,KT
종료,74,12,KT
끕니다펌웨어,1,0,KT
디스플레이,10,24,KT
영향,50,6,KT
미치다,47,6,KT
꺼지다,23,6,KT
십시,2,0,KT
로드,11,2,KT
전원 공급 장치,1,0,KT
기능,189,42,KT
애즈락,1,0,KT
피와,1,0,KT
사악,6,1,KT
하기,22,2,KT
유통,27,8,KT
다운,39,7,KT
복사,14,0,KT
권하다,4,0,KT
굳이,75,11,KT
연타,2,0,KT
거기,118,41,KT
마지막,96,6,KT
숫자,11,1,KT
스토리,24,2,KT
지의,2,0,KT
진입,15,2,KT
디렉토리,8,0,KT
검은색,6,0,KT
노란색,10,0,KT
글씨,6,0,KT
아까,21,2,KT
명령어,4,0,KT
빡치거든요폴더,1,0,KT
글자,4,0,KT
타이핑,4,0,KT
그러면,27,20,KT
빡치거든요,1,0,KT
익살,1,0,KT
천천히,17,0,KT
그린,25,3,KT
공군,1,0,KT
특검,7,0,KT
정품,70,25,KT
대전,26,11,KT
자유,49,13,KT
수상,10,0,KT
공시지가,7,0,KT
미즈노,1,0,KT
세무사,2,0,KT
표창,2,0,KT
베트남,12,9,KT
의회,3,0,KT
메르세데스,4,0,KT
논산시,1,0,KT
장이,5,0,KT
루드,7,0,KT
가오,7,0,KT
캡틴,3,1,KT
진은영,1,0,KT
지표,9,0,KT
퍼스트,1,0,KT
귀엽다,3,0,KT
결별,3,0,KT
비밀,34,0,KT
요원,4,3,KT
인용,10,0,KT
김진경,1,0,KT
탐방,1,0,KT
포켓몬,4,0,KT
시인,3,0,KT
마치다,17,0,KT
가자지구,2,0,KT
박사,1,2,KT
사전,339,97,KT
예약,396,118,KT
제각각,1,0,KT
슈퍼셀,1,0,KT
취업,5,0,KT
나이,20,4,KT
고흥,1,0,KT
서지,1,2,KT
노벨,1,0,KT
문학상,1,0,KT
통산,4,0,KT
공습,4,0,KT
국정원,21,0,KT
더불어민주당,7,0,KT
동구,6,1,KT
천안,17,1,KT
번지,1,0,KT
제천,1,0,KT
동물,2,0,KT
특수부,1,0,KT
패러디,3,0,KT
통합,60,7,KT
전남도,2,0,KT
아디다스,2,2,KT
망치,5,0,KT
마을,9,0,KT
당하다,45,22,KT
양동근,1,0,KT
페트로나스,2,0,KT
터치,44,28,KT
일원,3,1,KT
군위군,1,0,KT
연일,2,0,KT
경로,8,0,KT
티셔츠,2,0,KT
터뜨리다,6,0,KT
김동연,2,0,KT
최진혁,1,0,KT
주민,8,4,KT
이소담,1,0,KT
트로피,2,0,KT
산문집,1,0,KT
신체,6,0,KT
애니메이션,8,0,KT
포뮬러,3,0,KT
단편,1,0,KT
안방,3,0,KT
일으키다,21,0,KT
특례시,1,0,KT
재킷,1,0,KT
충북,6,0,KT
망나뇽,1,0,KT
관계없이,3,4,KT
위장,1,0,KT
앞으로,30,2,KT
지사,3,1,KT
브롤,1,0,KT
스타즈,1,0,KT
이수지,3,2,KT
대치,6,2,KT
대치동,1,0,KT
카디건,1,0,KT
일본군,1,0,KT
포천시,1,0,KT
방영,9,0,KT
블러,1,0,KT
공격수,1,0,KT
하늘빛,21,6,KT
수목원,3,0,KT
타전,1,0,KT
주택,24,2,KT
뮤지컬,3,0,KT
군부대,1,0,KT
시민,10,0,KT
별나다,1,0,KT
전학,3,0,KT
문학,1,0,KT
소송,3,0,KT
강원도,3,0,KT
우승,18,0,KT
두텁다,5,0,KT
아우,3,0,KT
내장,10,16,KT
베리,10,0,KT
스웨덴,1,0,KT
건양대학교,1,0,KT
비례,6,0,KT
이스라엘군,1,0,KT
보성,1,0,KT
채은성,3,0,KT
연설,2,0,KT
슬로건,3,0,KT
불량,40,21,KT
세무,1,0,KT
방패,1,0,KT
고종,8,0,KT
전투기,2,0,KT
집권,6,0,KT
백성현,1,0,KT
롯데건설,2,0,KT
폭포,1,0,KT
부문,9,0,KT
뛰어넘다,10,0,KT
생명,42,2,KT
운세,14,0,KT
알고리즘,5,0,KT
혐의,8,0,KT
독특,2,0,KT
선형,1,0,KT
스완지,1,0,KT
시티,13,3,KT
주부,1,1,KT
롤러코스터,2,0,KT
전망대,1,0,KT
오폭,1,0,KT
사고,39,8,KT
어깨,8,0,KT
소수민족,1,0,KT
병원,19,0,KT
반팔,1,0,KT
근육,1,0,KT
조선일보,1,0,KT
사인은셀럽병사의열차시간표선생님들을,1,0,KT
알크마르,1,0,KT
위협,8,0,KT
설악산,1,0,KT
의롭다,1,0,KT
엄지성,1,0,KT
지적,11,0,KT
일어나다,18,0,KT
다루다,4,0,KT
수여,2,0,KT
기념,2,0,KT
노골적,3,0,KT
시부,26,8,KT
화제,8,0,KT
위성락,1,0,KT
순천,3,0,KT
모범,1,0,KT
연속,18,0,KT
미르,7,0,KT
마루,1,0,KT
클라우드,13,0,KT
소감,5,0,KT
동행,8,0,KT
코미디언,3,0,KT
훌륭,7,0,KT
충청남도,1,0,KT
푸마,2,0,KT
발언,19,0,KT
의장실,1,0,KT
폐허,1,0,KT
방송인,1,0,KT
소득,8,0,KT
제대,3,0,KT
서쪽,1,0,KT
학위,1,0,KT
위안부,1,0,KT
비선형,1,0,KT
가자,18,0,KT
한자,7,1,KT
필기,7,0,KT
입력기,7,0,KT
경영학,3,0,KT
수당,10,0,KT
잠입,1,0,KT
골프,13,0,KT
건강,24,2,KT
검진,10,0,KT
둘째,4,0,KT
달성,12,2,KT
도심,6,0,KT
측면,30,0,KT
사설,1,4,KT
카페인,1,0,KT
황제,6,2,KT
역대,159,55,KT
출간,3,0,KT
한강,2,0,KT
장흥,1,0,KT
주제,14,3,KT
두르다,5,0,KT
독립,11,0,KT
부의,4,0,KT
나무지기,6,2,KT
장인,8,1,KT
성윤,4,0,KT
오대환,1,0,KT
김요한,1,0,KT
신병,2,0,KT
돌아오다,37,4,KT
병가,2,0,KT
빡센,1,0,KT
웃음,9,0,KT
공감,5,0,KT
페이스,4,0,KT
장착,22,6,KT
귀환,4,0,KT
지니,90,20,KT
오리지널,5,1,KT
드라마,14,0,KT
연출,7,0,KT
진기,1,0,KT
조제,1,0,KT
극본,1,0,KT
윤기,1,0,KT
영강,1,0,KT
고은,1,0,KT
원작,2,0,KT
장삐쭈,1,0,KT
기획,9,0,KT
투지,1,0,KT
아일랜드,1,0,KT
일월,1,0,KT
가운데,24,0,KT
포스터,3,0,KT
동명,1,0,KT
작량감경,1,0,KT
합성,4,0,KT
시리아나,2,1,KT
여군,0,4,KT
부사관,0,2,KT
중사,0,2,KT
오우,16,4,KT
석이,7,3,KT
누나,5,8,KT
성숙,2,1,KT
이비,14,7,KT
숙이,1,1,KT
고타,1,0,KT
재밌다,12,0,KT
재미있다,3,6,KT
크루즈,3,0,KT
군대,10,0,KT
다녀오다,14,2,KT
남자라면,2,0,KT
변즈사단장,0,1,KT
아빠,35,13,KT
무섭다,13,4,KT
사단장,0,1,KT
통블링맨오른쪽,0,1,KT
불안,44,8,KT
오른쪽,4,1,KT
방위,5,0,KT
제치다,3,0,KT
체크,58,113,KT
인더스,1,0,KT
인덱스,2,0,KT
레버리지,2,0,KT
편입,8,0,KT
셀렉트,1,0,KT
스톡스,1,0,KT
에어로,4,0,KT
스페이스,12,0,KT
크레인셰어즈,1,0,KT
항셍테크,1,0,KT
파리,5,1,KT
바까,1,0,KT
지만원,1,0,KT
어어,1,0,KT
뒤늦다,10,0,KT
사우디,8,0,KT
분기점,1,2,KT
흐름,15,0,KT
가파르다,1,0,KT
북협곽정엔시쏘프트,1,0,KT
리포트,4,0,KT
어려워요엔시쏘프트,1,0,KT
비리,7,1,KT
모건,1,2,KT
호일,0,2,KT
지도,25,4,KT
수분,2,0,KT
가프,1,0,KT
라임,5,2,KT
한국프로축구연맹,2,0,KT
동영상,8,0,KT
틱톡,14,0,KT
크루,28,21,KT
다리,7,2,KT
크리에이터,3,0,KT
다모,2,0,KT
지다,2,2,KT
활동,27,0,KT
지원자,1,0,KT
연고,1,0,KT
거주자,1,0,KT
우대,4,0,KT
소정,1,0,KT
활동비,3,0,KT
티켓,17,0,KT
연말,3,2,KT
시상식,5,0,KT
초청,4,0,KT
경기장,5,0,KT
하면 된다,6,8,KT
한편,11,2,KT
파트너십,9,0,KT
모먼트,1,0,KT
김진수,1,0,KT
사준,2,0,KT
라마,2,0,KT
마지노선,1,2,KT
원부,15,0,KT
거절,11,2,KT
중간,37,8,KT
본계약,1,0,KT
따라가다,8,2,KT
따로,179,50,KT
반환,13,6,KT
물색해봐야겟네요,1,0,KT
웅지사,0,1,KT
촬영,9,4,KT
심플,44,7,KT
도급,1,0,KT
사서,74,36,KT
교체,60,4,KT
사면,66,27,KT
테크노마트,33,0,KT
아마,116,12,KT
상관없다,79,39,KT
건희,5,1,KT
내려오다,12,1,KT
제요,5,0,KT
시 현,4,0,KT
겐고,1,1,KT
괸찮은데,2,0,KT
사방,4,4,KT
리저,4,3,KT
아버지,37,6,KT
가망,1,0,KT
심심,6,1,KT
기분,38,8,KT
류준열,8,0,KT
경품,18,0,KT
갯수,4,0,KT
선착순,122,49,KT
천명,17,0,KT
룰렛,13,2,KT
당첨,63,8,KT
요일,12,4,KT
봅니다갤럭시랑,1,0,KT
미니팡상세,1,0,KT
이동한,10,0,KT
일자,20,6,KT
상세,19,6,KT
복권,2,0,KT
도토로이미니팡잘뜨는거,0,1,KT
가득,7,2,KT
미니팡,1,2,KT
지급시,2,2,KT
모이다,22,0,KT
맘마,1,1,KT
소스,2,1,KT
엠모,2,0,KT
중소기업,4,0,KT
델리,2,0,KT
파스,2,0,KT
인치,17,94,KT
셋탑박스,14,8,KT
비화,5,1,KT
유투브도,2,0,KT
멀쩡,18,2,KT
요스,4,0,KT
카이,3,0,KT
고수,26,0,KT
가늠,1,0,KT
가령,3,0,KT
칩셋,6,0,KT
메인보드,38,12,KT
고향,7,0,KT
경주,21,0,KT
오지,12,0,KT
연락처,42,4,KT
명분,1,2,KT
뢰허저도,1,0,KT
어머니,69,4,KT
초기,83,42,KT
나와서스라,1,0,KT
아끼다,46,2,KT
보드,25,6,KT
노트북,99,165,KT
스라,8,3,KT
신포,2,0,KT
한두,12,2,KT
플래그,12,3,KT
스무,1,0,KT
가니,13,2,KT
분위기,15,6,KT
별루,4,6,KT
사요,12,6,KT
값싸다,1,2,KT
누가사겟어요,0,2,KT
조삼모사,3,2,KT
떨리다,3,0,KT
상담가,1,0,KT
타사,14,6,KT
중반,15,2,KT
경안,1,1,KT
박스,60,9,KT
해자,1,0,KT
타로,2,2,KT
강사,8,0,KT
수립,2,0,KT
서울특별시교육청,1,0,KT
서울여자상업고등학교,1,0,KT
교육공무직원,1,0,KT
고용,20,0,KT
자격,10,2,KT
요건,10,0,KT
년월일,3,0,KT
응시,4,0,KT
경부선,1,6,KT
병점역,0,2,KT
구축,22,2,KT
아산,6,0,KT
명명백백,1,0,KT
가면,19,4,KT
영원히,4,2,KT
빠져나오다,3,2,KT
부지,4,1,KT
엄청나다,10,2,KT
신도시,4,0,KT
택지,2,0,KT
도시,13,0,KT
와이프,57,12,KT
갈구,1,0,KT
결혼,10,0,KT
물건,76,12,KT
멀티탭,1,1,KT
외장,9,1,KT
하드,14,10,KT
흔히,4,0,KT
고전,4,0,KT
오래되다,34,8,KT
형광등,5,0,KT
타입,23,23,KT
아이패드,7,3,KT
로지텍,5,3,KT
키보드,10,8,KT
아이리버,3,0,KT
등플스,1,0,KT
플스,3,0,KT
닌텐도,5,1,KT
카트리지,1,0,KT
참고서,1,0,KT
교재,2,0,KT
학원,1,0,KT
법전,3,0,KT
롱맨,1,0,KT
영어사전,3,0,KT
수능,1,0,KT
노트,126,29,KT
레고,1,0,KT
과학,5,1,KT
상자,12,5,KT
